Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,TotalNumPurchases,TotalAcceptedCmp,Complain,Response,Target
Graduate,Single,70515,0,251,12,1258,17,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,18227,1,598,21,28,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,69139,1,153,23,227,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,69109,0,597,10,1555,20,1,0,1,High-Value Frequent Shoppers
Graduate,Single,69627,1,469,35,861,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,38136,1,433,69,103,8,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,62159,0,62,68,634,19,0,0,0,High-Value Frequent Shoppers
Graduate,Single,80695,0,182,85,1918,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,33316,2,268,34,131,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,58554,2,641,55,586,22,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Partner,17256,1,218,10,62,7,1,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,53034,2,395,30,447,22,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,52203,0,698,36,939,27,0,0,0,High-Value Frequent Shoppers
Graduate,Single,59601,1,339,14,797,15,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,75154,1,663,79,1143,16,0,0,1,High-Value Frequent Shoppers
Graduate,Single,47025,1,234,52,415,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,37971,1,216,97,30,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,67267,1,47,0,251,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,57338,1,61,96,237,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,50523,2,186,89,91,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,50611,1,633,98,493,22,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,56242,1,483,72,971,28,0,0,0,High-Value Frequent Shoppers
Graduate,Single,48904,1,574,1,371,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,56243,3,181,26,396,20,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,21355,1,313,5,68,7,1,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,57420,1,369,22,322,15,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,46390,1,55,56,222,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,54342,2,361,74,177,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,20895,1,631,24,45,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,92344,0,165,9,1899,20,2,0,0,High-Value Frequent Shoppers
Graduate,Partner,44964,2,560,35,41,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,53761,2,261,7,325,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,22682,1,269,51,95,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,38887,1,119,17,42,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,41658,2,597,30,72,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,29791,1,45,21,20,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,63915,2,334,2,789,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,39996,2,38,85,15,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,26759,1,142,65,59,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,51039,2,566,11,417,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,60544,2,673,92,289,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,37716,1,69,4,188,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,36864,1,685,53,354,14,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,44511,1,625,39,727,26,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,36947,2,691,49,146,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,67087,1,194,40,794,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,57045,1,659,40,454,18,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,36957,2,661,43,152,11,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,69389,1,639,17,797,22,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,43142,2,131,84,20,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,80589,0,158,25,1428,21,1,0,1,High-Value Frequent Shoppers
Graduate,Single,34412,1,501,62,209,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,57537,1,384,83,545,19,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,51315,0,126,45,222,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,36026,3,105,34,61,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,24639,2,152,3,44,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,34578,3,79,1,8,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,65704,0,259,18,817,23,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,54132,1,133,81,42,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,28164,1,421,23,78,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,34596,1,442,48,23,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,43269,1,286,61,19,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,38741,2,91,60,61,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,31907,0,482,75,449,14,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,31163,1,136,54,38,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,92533,0,192,84,1131,23,2,0,0,High-Value Frequent Shoppers
Graduate,Single,34853,2,188,75,34,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,70844,2,242,16,294,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,31086,2,421,79,48,6,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,20491,0,520,16,30,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,42523,0,67,96,125,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,33402,2,346,60,70,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,36408,2,281,11,22,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,21645,1,664,75,65,9,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,78427,0,613,36,1930,23,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,82657,0,275,71,2283,23,2,0,0,High-Value Frequent Shoppers
Graduate,Partner,51876,0,257,88,310,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,78041,0,560,93,1319,18,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,52852,1,575,93,879,26,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,70038,0,247,54,1244,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,69401,1,98,41,690,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,46053,1,497,46,209,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,77343,0,20,28,1134,17,0,0,0,High-Value Frequent Shoppers
Graduate,Single,73892,0,228,40,1507,23,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,40304,1,272,82,57,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,32727,0,670,38,529,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,43300,1,624,87,180,11,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,26290,2,533,49,77,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,93790,0,137,16,2349,25,3,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,38410,0,653,65,534,18,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,64866,1,154,9,556,21,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,57957,1,314,24,637,25,0,1,0,High-Value Frequent Shoppers
Graduate,Partner,16531,1,11,43,44,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,28072,1,356,10,47,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,49476,1,374,29,795,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,50725,1,501,45,586,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,41145,2,141,20,13,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,67419,1,529,29,1471,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,23162,2,190,82,65,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,34380,1,423,68,175,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,34704,1,428,65,40,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,94871,2,666,99,1078,18,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,65148,1,590,9,1115,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,39898,1,502,20,134,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,59892,1,239,26,87,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,41020,0,244,68,217,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,57072,1,156,79,1034,27,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,19414,1,256,32,32,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,19107,1,311,49,46,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,75484,1,696,50,1159,18,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,70379,1,483,84,860,25,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,79419,0,7,96,1631,15,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,64014,3,19,56,444,22,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,76998,1,534,85,1910,29,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,49854,1,231,63,380,18,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,60585,2,370,17,736,30,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,42873,2,524,11,269,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,57867,1,271,48,612,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,35765,1,200,86,75,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,65492,0,154,73,1045,26,0,0,0,High-Value Frequent Shoppers
Graduate,Single,32952,1,210,36,55,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,53374,1,682,34,1064,21,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,71706,1,593,16,1443,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,68487,0,532,48,1366,30,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,53253,2,503,61,436,19,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,42014,1,681,56,436,20,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,54108,2,601,74,747,32,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,49667,0,678,35,1396,22,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,63206,0,101,65,928,14,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,57136,2,355,48,642,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,46772,1,599,88,1048,30,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,78931,0,247,19,943,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,53977,1,386,21,907,27,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,73538,1,581,92,1658,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,79529,0,63,1,1638,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,20981,0,425,14,73,7,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,51766,1,110,74,275,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,55759,1,578,84,854,26,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,37787,1,282,50,106,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,27242,1,595,2,106,7,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,87188,0,391,73,1923,19,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,69930,0,399,21,1662,22,0,0,0,High-Value Frequent Shoppers
Graduate,Single,37697,1,142,82,84,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,3502,1,442,56,5,0,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,58597,2,586,20,733,32,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,82032,0,85,54,1234,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,28087,2,565,77,112,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,74004,0,125,5,1658,15,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,19740,1,462,65,55,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,57036,1,565,33,1513,26,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,53083,2,410,65,271,17,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,69283,1,15,41,904,27,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,46098,2,680,86,120,11,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,23331,1,663,92,103,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,23331,1,632,97,269,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,9255,1,191,91,22,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,67786,0,204,0,1156,16,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,71969,1,621,59,1086,19,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,59235,1,533,4,1128,28,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,31928,1,93,5,72,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,74881,2,478,48,964,27,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,65819,0,577,99,1383,20,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,51411,3,399,81,18,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,51983,1,667,95,793,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,30390,0,300,5,80,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,30983,0,597,50,167,8,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,66033,1,525,76,677,20,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,37284,2,457,46,23,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,57530,1,260,68,92,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,76800,0,113,33,641,16,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,63943,1,665,50,1106,17,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,37054,2,287,89,25,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,47175,2,609,81,240,17,1,0,1,Family-Oriented Budget Shoppers
Graduate,Single,31859,1,380,77,20,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,27215,3,522,50,102,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,70179,1,343,10,1034,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,24645,1,605,16,17,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,79865,1,11,12,792,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,44322,1,13,30,92,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,47958,1,526,8,407,16,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,63972,1,574,93,1269,23,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,75315,1,75,14,841,23,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,55517,2,640,53,633,23,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,75283,3,459,26,1019,25,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,27161,1,244,41,52,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,38201,1,457,19,268,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,45203,2,98,4,147,8,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,81574,0,62,89,1798,18,2,0,0,High-Value Frequent Shoppers
Postgraduate,Single,60482,1,522,81,507,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,34633,3,157,31,15,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,78093,0,200,53,1105,17,0,0,0,High-Value Frequent Shoppers
Graduate,Single,82460,0,209,78,974,15,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,45903,1,67,80,66,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,81361,0,124,18,778,27,0,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,40442,2,679,52,169,12,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,61482,0,2,39,299,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,34968,1,445,11,221,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,75794,0,187,33,1682,25,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,74268,0,500,83,892,13,0,0,0,High-Value Frequent Shoppers
Undergraduate,Partner,13724,1,667,43,58,5,1,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Single,52569,1,85,54,95,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,48432,1,619,3,424,19,0,0,1,High-Value Frequent Shoppers
Graduate,Single,36108,1,257,68,339,15,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,76445,1,639,2,1410,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,36663,1,65,40,35,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,53843,1,367,64,562,20,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,90226,0,641,26,2352,24,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,70638,0,393,69,1334,20,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,44512,2,303,57,32,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,27116,2,119,78,41,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,54072,2,337,71,39,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,71855,1,529,59,1141,25,0,0,0,High-Value Frequent Shoppers
Graduate,Single,51250,1,456,28,710,24,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,60432,1,112,61,401,19,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,12393,0,572,38,57,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,64509,0,316,19,1722,19,1,0,1,High-Value Frequent Shoppers
Graduate,Single,33955,1,324,92,270,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,31353,2,182,24,31,6,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,55434,1,267,21,882,24,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,28359,1,245,35,16,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,57100,1,42,9,311,14,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,52973,1,598,92,1152,31,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,51717,1,313,55,122,8,1,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,18793,1,533,14,77,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,50664,2,529,64,561,24,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,54414,2,522,49,211,13,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,54549,1,118,8,233,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,47111,1,659,35,1092,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,41003,0,469,11,601,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,19444,1,127,8,54,10,0,0,1,Family-Oriented Budget Shoppers
Graduate,Partner,36301,1,247,53,78,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,42731,1,251,64,244,13,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,52854,2,97,43,116,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,22775,1,375,40,15,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,59821,1,443,11,734,26,0,0,0,High-Value Frequent Shoppers
Graduate,Single,50002,1,377,21,638,19,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,69755,0,270,23,894,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,44078,2,10,17,41,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,30560,1,367,6,31,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,35924,2,98,56,34,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,64140,2,279,71,1750,18,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,56386,2,610,51,612,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,75774,1,58,27,823,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,39228,0,415,1,20,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,58494,1,199,56,396,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,58684,0,13,71,813,21,1,0,0,High-Value Frequent Shoppers
Graduate,Single,57136,0,407,18,1179,20,0,0,1,High-Value Frequent Shoppers
Postgraduate,Single,56551,2,53,48,138,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,22448,1,123,86,55,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,82014,0,678,48,1511,22,0,0,1,High-Value Frequent Shoppers
Graduate,Single,34213,2,660,2,117,9,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,25358,1,342,57,32,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,35544,1,113,77,67,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,36634,1,397,0,335,15,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,62670,1,147,57,825,22,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,50334,1,340,24,694,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,72066,0,6,55,1792,17,2,0,1,High-Value Frequent Shoppers
Postgraduate,Single,50729,2,423,62,496,24,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,34916,2,410,89,231,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,64892,1,31,77,902,24,0,0,0,High-Value Frequent Shoppers
Graduate,Single,43602,2,170,45,68,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,41473,1,375,80,76,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,63246,2,313,60,772,22,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,36732,2,182,71,47,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,37929,0,334,49,265,13,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,86610,0,297,66,1603,18,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,80141,0,534,20,2091,22,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,69016,1,584,61,1533,34,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,20193,0,578,18,82,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,27573,1,461,45,244,14,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Single,15862,1,367,26,36,5,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Partner,49544,1,502,0,404,16,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,33228,1,157,28,71,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,70440,0,264,49,1572,23,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,38232,2,163,84,122,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,22554,2,603,38,41,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,23536,1,25,53,10,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,49413,1,247,88,304,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,42231,2,96,99,37,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,78789,0,690,12,1754,16,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,56534,1,341,35,815,25,2,0,1,High-Value Frequent Shoppers
Graduate,Single,58350,1,541,5,1001,27,0,0,0,High-Value Frequent Shoppers
Graduate,Single,49090,1,345,45,688,21,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,61787,0,358,71,1319,19,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,18169,1,495,40,21,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,24336,1,671,82,31,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,18222,0,545,70,67,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,62335,1,402,87,708,21,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,42033,2,648,95,25,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,86580,0,487,72,746,11,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,41437,2,645,5,32,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,73705,2,116,86,1695,25,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,61064,1,667,80,1080,28,0,0,0,High-Value Frequent Shoppers
Graduate,Single,18358,1,221,49,57,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,55012,1,100,85,660,25,0,0,0,High-Value Frequent Shoppers
Undergraduate,Partner,9722,1,635,7,103,11,0,0,1,Price-Conscious Minimal Shoppers
Postgraduate,Partner,38175,1,279,6,153,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,58656,1,647,25,1220,32,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,52117,1,682,55,279,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,64813,1,178,81,745,20,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,54222,1,120,98,264,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,83512,0,12,31,2157,22,4,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,77520,1,305,30,1526,23,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,41154,1,446,98,69,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,80398,0,596,92,1597,26,1,0,0,High-Value Frequent Shoppers
Undergraduate,Single,18746,1,31,41,64,8,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,35196,1,593,68,497,18,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,60230,1,405,78,1067,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,22108,2,52,46,31,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,44392,2,297,71,211,14,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,55424,1,581,6,877,25,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,17688,1,532,82,11,4,0,1,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,92491,0,424,71,2034,25,3,0,1,High-Value Frequent Shoppers
Graduate,Single,90273,0,197,32,1991,19,3,0,1,High-Value Frequent Shoppers
Postgraduate,Single,82571,0,88,28,1686,24,1,0,0,High-Value Frequent Shoppers
Postgraduate,Single,38513,1,152,20,324,17,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Single,16653,1,72,10,69,9,0,0,1,Family-Oriented Budget Shoppers
